V0	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51	V52	V53	V54	V55	V56	V57	V58	V59	V60	V61	V62	V63	V64	V65	V66	V67	V68	V69	Title
-0.110397	0.010801	-0.154602	-0.046390	0.031060	0.119244	0.006198	-0.094471	-0.087827	0.026042	0.152817	-0.082694	-0.007719	-0.007396	0.006014	0.072091	-0.070740	-0.200879	0.143980	-0.011732	-0.107547	0.305028	0.147914	-0.066766	-0.179867	0.041219	0.059172	0.073901	-0.151862	0.080799	-0.210886	-0.047134	-0.101110	0.199439	-0.091606	0.188778	-0.004430	-0.451745	0.000875	-0.215434	0.172651	-0.130231	-0.089909	-0.075631	-0.122203	0.299969	0.011071	0.002905	0.159466	0.002135	-0.002293	-0.141783	0.015780	0.002915	0.042353	0.042987	0.068403	0.003964	-0.023388	0.026817	-0.049274	-0.019579	0.002584	0.041577	0.027601	0.045228	0.030143	0.032787	-0.013927	0.044851	Peter Pan
-0.107019	-0.088471	-0.084590	-0.151437	0.274018	0.001588	0.000666	0.082473	0.059328	-0.081467	0.070936	0.004174	-0.033058	0.135060	0.003183	-0.081963	-0.029544	-0.074727	0.017829	-0.020272	0.019515	0.016199	0.024686	-0.109821	0.008775	-0.175572	-0.006965	-0.038000	-0.026114	0.007518	0.014937	0.006290	0.030172	-0.024011	0.038486	0.153863	-0.027550	0.149084	0.093274	-0.027170	0.162563	-0.074100	0.093740	-0.045512	-0.002387	-0.109840	-0.080936	0.051547	-0.033437	-0.017608	-0.065117	-0.082904	0.219322	0.045790	0.004519	0.274155	0.000685	0.273855	-0.141924	-0.242252	0.484987	0.104089	-0.097481	0.055941	0.202055	-0.177389	-0.120497	0.004883	-0.111606	0.027196	Pride and Predjudice 
-0.107550	-0.096543	-0.091040	-0.169263	0.316050	-0.045211	-0.022752	0.060264	0.099884	-0.059938	0.058122	-0.053088	0.010627	0.051111	0.007291	-0.021423	-0.019664	-0.086320	-0.023267	0.010336	0.016663	-0.025355	0.028328	-0.097183	0.078143	-0.077239	-0.050722	0.032661	0.034453	-0.029952	-0.056782	0.120809	-0.041178	-0.138849	0.001850	0.285758	0.029333	0.139400	0.104123	0.097870	-0.026896	0.060304	0.073776	-0.057372	-0.053910	0.053070	-0.026166	0.099552	0.035705	-0.039430	-0.125409	-0.095471	-0.111821	-0.511980	-0.065636	-0.084790	-0.122758	0.127458	0.306006	0.231386	-0.222097	0.032223	-0.020185	0.087304	-0.095816	0.139404	0.023891	-0.015744	0.065385	-0.025817	Sense and Sensibility
-0.120660	0.035634	-0.068576	0.044788	0.038484	0.234484	-0.012646	0.164054	-0.049135	-0.012774	-0.081315	0.020659	0.089665	-0.081405	-0.102261	0.067758	-0.024068	-0.044290	-0.095401	-0.041542	-0.344249	-0.259305	0.067815	0.547150	-0.007571	0.118618	-0.142039	0.060079	-0.291417	-0.114295	-0.249134	0.010935	0.139157	-0.165229	-0.076206	0.044995	-0.030521	0.107284	0.086822	-0.146492	0.021692	-0.073605	-0.035313	0.057036	-0.004316	-0.061202	-0.005862	0.092197	0.015992	0.061775	0.043366	-0.023447	-0.018397	-0.062563	-0.042174	0.078848	0.024615	-0.012307	-0.004774	0.000695	0.056513	-0.079612	0.033471	-0.049098	0.013455	-0.018461	0.010951	0.020678	0.033662	0.000808	Siddhartha
-0.114521	-0.129234	-0.097098	-0.061828	0.122892	-0.248021	0.100598	0.035230	0.231479	-0.018537	-0.133956	-0.003565	-0.064919	-0.080090	0.031875	0.192993	-0.066889	0.146322	0.156878	-0.019410	-0.139787	0.100334	-0.095395	-0.104419	0.091365	0.111499	0.076856	0.180840	-0.092937	-0.191931	0.030456	-0.055218	-0.046389	-0.136364	0.034911	-0.102125	0.189458	-0.099332	0.109356	-0.210723	-0.084254	0.042723	0.040353	0.147497	0.003317	-0.263800	0.100130	-0.297635	0.156066	-0.117370	0.044978	-0.276012	-0.124875	-0.028340	-0.060865	-0.095229	0.112860	-0.101927	-0.047194	-0.134715	0.009235	-0.071284	-0.050090	0.027610	0.029227	-0.046197	-0.035917	-0.042498	-0.003311	-0.016496	The Romance of Lust: A Classic Victorian erotic novel
-0.129770	-0.014437	-0.010791	0.021727	-0.049934	-0.068063	-0.126685	0.086072	-0.071375	0.014230	-0.051785	-0.073136	0.042214	-0.083082	0.035071	-0.039211	0.055814	-0.006715	-0.015798	-0.019998	-0.021569	-0.049622	-0.082383	-0.019032	-0.014366	0.074437	0.017575	0.062399	0.077821	-0.058901	0.071843	0.042241	0.075582	-0.047617	-0.029471	-0.048407	-0.076622	-0.049523	0.119019	-0.023212	-0.044472	-0.033229	-0.036852	0.035459	0.065248	-0.000608	-0.023509	-0.046866	0.079025	-0.046070	-0.141034	0.050429	0.100852	-0.028787	0.084138	-0.085388	-0.102466	0.087632	-0.100429	-0.011487	-0.016394	0.045086	-0.002945	0.203308	0.172714	0.200637	0.470603	0.494550	-0.417013	-0.039032	Sketches, New and Old
-0.088776	-0.152647	0.171689	0.240528	-0.055687	-0.244194	0.256026	0.049782	0.086547	-0.148420	0.402139	0.262419	0.251937	-0.109475	-0.140580	-0.122701	-0.049194	-0.107784	0.195585	-0.140412	-0.114839	0.196334	-0.144890	0.206045	0.161342	-0.148718	0.102508	-0.176622	0.086262	0.013590	-0.154474	0.072831	0.077702	-0.104203	0.052619	0.007963	-0.030635	-0.086353	0.008237	0.105312	-0.039932	0.047334	-0.059768	-0.000654	-0.038465	0.008927	0.050094	0.016482	-0.006535	-0.053291	-0.047386	0.042777	-0.021037	0.039255	0.004404	0.007409	-0.019169	-0.002273	0.023447	-0.002976	0.022208	-0.004439	-0.031534	0.053080	-0.003371	0.015761	-0.005115	0.028043	-0.009282	0.007722	Sonnets from the Portugese 
-0.123941	0.033873	-0.058921	-0.140848	0.129508	-0.036757	0.099347	-0.106390	0.122642	-0.021814	-0.007058	-0.071230	0.016898	0.037792	0.029383	0.106570	-0.048941	-0.031105	-0.049881	-0.091111	0.017517	0.019079	0.010038	0.092639	0.025278	0.090938	0.013997	0.026138	-0.026031	0.077250	0.037122	0.119351	-0.115489	0.037349	0.101920	-0.011920	0.016964	-0.081483	-0.060029	0.104990	0.015750	0.078589	-0.067175	-0.184264	-0.100734	0.042321	0.035077	-0.013481	-0.077777	0.088746	-0.122510	0.277728	-0.061623	-0.115879	-0.294645	-0.075005	-0.090232	-0.394583	0.043355	-0.289660	0.267629	0.136184	0.169449	-0.316895	-0.025352	0.065429	0.106321	0.155975	-0.010807	0.018543	Tess of the d'Urbervilles: A Pure Woman
-0.122382	-0.078762	0.042513	-0.096767	-0.139221	0.068094	-0.011654	0.080356	0.016171	0.109874	-0.005745	-0.007370	0.060334	-0.060054	0.024217	0.021541	-0.023357	0.138007	0.126481	0.013450	0.076748	-0.090385	0.053061	-0.066718	-0.041772	-0.045632	-0.021651	-0.063983	-0.075538	0.056339	0.006597	-0.076481	0.080464	-0.176214	0.075157	-0.031701	0.050895	-0.046289	-0.033836	0.055644	0.020290	0.066599	-0.052032	-0.083363	0.020185	0.065067	-0.076439	0.032152	0.025907	-0.071106	-0.075552	-0.008167	-0.018991	-0.056387	-0.072341	-0.034620	0.007387	0.026069	-0.063455	0.002369	-0.016149	0.001008	-0.128352	0.033298	-0.073125	-0.260313	0.230373	0.023344	0.162385	0.748133	The Adventures of Sherlock Holmes
-0.117439	-0.001886	-0.180281	0.062048	-0.122059	-0.050508	-0.069406	-0.038613	-0.237502	-0.168737	0.100503	-0.047069	-0.088274	-0.023876	0.038700	-0.088614	-0.083885	0.018327	-0.031854	-0.095143	-0.012382	-0.006925	0.084756	-0.061702	0.101502	0.058731	0.039086	0.164238	0.028190	-0.003201	0.079119	0.006016	-0.053162	-0.017781	0.222771	-0.095151	-0.284477	-0.142136	0.102198	0.036569	0.218580	-0.148461	0.132059	0.180358	-0.065236	-0.342160	0.077882	0.421619	0.018993	-0.075396	-0.090812	0.067700	-0.270705	-0.017020	0.020731	-0.097405	0.069072	-0.035413	-0.024884	0.036669	-0.021368	0.099079	-0.022305	-0.038653	0.027664	-0.055046	-0.036337	-0.057676	0.023768	0.043579	The Adventures of Tom Sawyer
-0.113687	-0.034448	-0.087222	-0.009097	0.099785	-0.096230	-0.025780	-0.069275	-0.050715	-0.011080	-0.136549	-0.051572	0.185862	0.011572	0.171230	-0.135685	0.056378	0.190008	0.149182	-0.144010	0.113985	-0.069394	-0.155760	0.018552	-0.012329	-0.069058	0.025733	-0.005683	-0.084658	-0.072193	-0.087010	0.047241	0.128633	0.170331	0.014697	-0.082860	-0.024039	0.047257	0.178340	-0.001229	0.055436	-0.157423	-0.148598	-0.085763	-0.263431	0.104698	0.087622	-0.188245	-0.246093	0.352295	-0.003813	0.087729	-0.187817	-0.153760	0.300224	-0.056067	-0.018660	-0.010394	-0.160492	0.064792	-0.058628	0.002640	0.005426	0.036236	0.088223	-0.174348	-0.084185	-0.033316	0.016188	-0.013541	The Battle of Life
-0.125845	0.057515	0.075984	-0.081258	-0.128967	0.042058	0.034204	0.077507	-0.109621	-0.220792	0.071347	0.057759	0.026475	0.042188	-0.422018	0.121633	-0.006702	-0.012109	-0.139114	-0.032439	-0.029763	0.025694	-0.211384	-0.319138	-0.249091	-0.098697	-0.299731	0.331912	0.011774	-0.063036	0.014319	0.248850	0.333072	-0.001964	0.005616	-0.009679	0.038190	-0.027514	-0.012395	-0.032102	0.007344	0.032894	0.028300	-0.050087	-0.087145	-0.010953	0.075903	-0.089116	-0.037707	0.072427	-0.001578	0.048708	0.039812	0.066263	-0.016006	-0.002630	0.019505	-0.039223	0.091775	0.008681	-0.013008	-0.032219	0.007858	-0.040157	0.008790	-0.016588	-0.011388	-0.034147	0.026381	0.019269	The Black Lion Inn
-0.136961	0.195364	-0.150389	0.151079	-0.060194	-0.009190	0.057998	0.133854	-0.127235	-0.048672	-0.099132	-0.092683	-0.068798	-0.071650	0.157564	0.062376	-0.048658	-0.351389	0.030261	-0.346533	-0.071774	0.153357	-0.115076	-0.090515	-0.059435	-0.130744	-0.139482	0.076716	0.071644	0.202848	0.075841	-0.213497	-0.183581	-0.258821	-0.190775	-0.110385	0.088270	0.260041	0.011294	0.154149	-0.178980	-0.161482	-0.076019	0.023421	-0.092967	0.077619	-0.027019	-0.021437	-0.008527	0.023945	0.078895	-0.068390	-0.057801	0.034915	-0.040744	-0.009745	-0.005535	-0.016940	-0.028091	0.002831	0.033164	0.044039	0.045007	0.014571	-0.022740	-0.024637	0.002425	-0.027800	0.015209	0.036070	The Call of the Wild
-0.120806	-0.002602	0.051147	-0.056676	-0.046859	0.145039	0.036602	-0.033806	-0.014290	0.063173	-0.060501	0.102791	-0.079137	0.089605	-0.118982	-0.087137	-0.136050	0.110604	0.042355	0.022495	-0.079732	0.005199	0.016555	0.088542	-0.091866	-0.086857	0.032184	0.026190	0.050249	-0.021275	-0.037829	-0.015159	-0.131543	0.053959	0.000395	-0.045621	-0.155635	-0.044258	-0.053064	0.176127	-0.135950	-0.084993	0.147819	-0.095259	0.063151	-0.020261	0.112245	-0.129902	-0.121164	-0.094432	0.017160	-0.125261	0.010453	-0.116645	0.153129	-0.151293	0.372523	0.138703	0.117212	-0.098668	0.105676	0.151833	0.417067	0.180672	-0.278173	-0.103409	-0.065905	0.205417	-0.010866	0.005571	The Count of Monte Cristo
-0.108031	-0.020312	0.151397	0.141331	-0.016834	0.006211	0.194475	-0.026194	0.069398	0.178864	0.287357	-0.057278	-0.016299	-0.064660	0.122570	0.073789	0.033716	-0.050749	0.199085	0.017371	0.092195	-0.159337	0.014939	-0.014715	0.064547	0.167137	-0.185256	0.186917	-0.031970	-0.078837	0.067425	0.231293	-0.154868	0.165019	-0.044040	-0.015112	0.239754	0.218585	-0.159810	-0.092300	0.205593	-0.227329	0.156442	0.028878	-0.069921	0.005412	0.016149	0.143006	-0.243011	-0.049668	0.103065	-0.092150	0.180432	-0.035548	-0.060770	-0.157254	0.044282	0.043806	-0.112048	-0.023977	-0.082748	-0.007109	-0.000725	0.005190	-0.038670	-0.017301	0.071766	0.048180	-0.016304	-0.008239	The Divine Comedy
-0.119339	-0.049303	0.053243	-0.082970	-0.142675	0.110024	0.000987	0.103117	-0.030964	0.087195	0.068094	-0.044696	-0.020342	-0.005324	0.063185	-0.005506	-0.095397	0.198855	0.162144	0.010952	0.074528	0.001763	0.057248	-0.062786	0.015943	-0.021784	-0.019618	-0.010606	-0.070369	0.133558	-0.043015	-0.028716	0.093260	-0.262141	0.048003	-0.061166	0.015422	0.010007	-0.053377	0.045299	0.095532	0.100545	0.003459	-0.038915	-0.076996	0.011069	-0.104728	0.041123	0.001647	-0.012129	0.044232	0.045320	0.060407	-0.136924	0.044206	0.068740	0.033294	-0.119849	-0.112531	-0.114002	-0.072356	-0.122985	0.312584	0.113524	0.186523	0.431273	-0.262029	-0.272400	-0.310621	0.051955	The Hound of the Baskervilles
-0.109844	-0.105784	-0.072063	-0.065707	-0.024523	0.115376	-0.024553	0.015365	-0.066556	-0.031426	0.063469	0.042464	-0.030967	0.062442	0.019380	-0.048102	-0.064266	0.080788	0.024595	0.064202	-0.041945	0.114677	0.035613	0.117470	-0.049713	-0.062664	-0.041563	0.019772	0.134431	0.072448	0.087321	0.056249	-0.114560	0.068727	-0.018287	-0.081913	-0.253537	0.009771	0.249236	0.025692	0.092372	0.127564	0.024592	0.037433	0.040682	0.063679	-0.128925	-0.190046	-0.232751	-0.007286	0.242149	-0.147669	-0.019425	0.086412	-0.301603	-0.330535	-0.216306	0.065613	-0.010631	0.177353	0.169238	-0.375159	-0.031340	-0.031307	0.093034	0.028197	-0.020244	0.023469	0.030198	0.018146	The Idiot
-0.121037	0.201851	0.172387	0.172086	0.029428	-0.007663	0.241975	-0.187320	0.044968	-0.037810	-0.072063	0.288714	-0.208650	-0.020088	0.090075	0.113365	0.006652	0.019966	-0.038773	0.106055	0.088381	-0.258604	0.018730	-0.123487	0.031573	0.023801	-0.039372	0.036876	-0.009688	-0.006472	-0.141432	-0.185555	0.016034	-0.053600	-0.067699	0.224874	0.059235	-0.111995	0.379961	0.246079	0.176500	0.045904	0.114313	0.122503	-0.066487	0.112834	-0.041827	-0.035747	0.164709	0.117224	0.100513	0.157551	-0.081272	0.073500	-0.043427	-0.043968	0.027968	0.080989	0.005126	-0.075634	0.018422	-0.024404	0.014195	0.037326	-0.009489	-0.000340	0.025901	0.026402	-0.042568	0.000021	The Iliad 
-0.091900	-0.219000	0.162390	-0.196539	-0.068293	0.160764	-0.227830	-0.078420	-0.040197	0.073171	0.048291	0.467040	0.019301	0.174024	0.233197	0.061081	0.464242	-0.077308	-0.115286	-0.274716	-0.192744	0.045784	-0.048334	-0.101172	0.139054	-0.045328	0.051335	0.151230	-0.109567	-0.063656	0.013742	-0.042785	-0.112147	-0.028876	0.079175	-0.029986	0.049953	-0.021901	-0.080634	-0.052694	-0.000983	0.019490	0.025442	-0.009846	0.048764	0.035974	-0.018753	0.019792	-0.020096	0.013506	0.034972	0.042583	-0.043062	0.008891	0.010841	0.010174	-0.014286	-0.024424	0.014644	0.018091	-0.009822	0.002978	0.022123	0.012627	0.006341	0.007355	-0.014200	0.008151	-0.007512	-0.010955	The Importance of Being Earnest
-0.131711	0.091711	-0.050879	0.151895	-0.082203	-0.003476	-0.031118	-0.028475	-0.112391	0.178447	-0.127631	0.053569	0.064246	0.030892	-0.030776	0.083671	0.103377	-0.047172	-0.022165	0.031498	0.030785	0.198035	-0.062858	0.033526	-0.061829	0.011099	0.079083	-0.194467	0.076144	-0.009901	0.103706	-0.119833	0.210408	-0.007110	-0.193733	-0.045727	0.128262	-0.034558	0.126582	-0.174917	0.058035	0.144249	0.385308	-0.222037	0.063660	0.010734	0.394796	0.174619	-0.137893	-0.093814	-0.032350	0.036429	-0.063361	-0.247959	-0.087250	0.022106	-0.064024	0.082013	-0.112156	-0.107880	0.038732	-0.111134	-0.059342	-0.044880	-0.056299	0.008642	-0.034887	-0.012242	0.001226	-0.034667	The Jungle Book
-0.141996	0.081848	-0.004561	0.285204	0.054599	-0.031142	0.143540	0.018170	-0.067159	0.269854	0.125495	-0.291652	-0.032775	0.499256	-0.030422	-0.057811	0.232930	-0.117216	0.108427	-0.020907	-0.168716	-0.328586	-0.009018	-0.096386	0.019806	-0.075458	0.077682	0.020124	-0.017040	0.048179	0.076413	0.065822	0.111439	-0.017402	0.036657	-0.004707	-0.057013	-0.172302	0.037632	0.008013	-0.089062	0.112952	-0.155807	-0.053512	0.123376	-0.072700	-0.055172	-0.075249	0.040653	-0.082839	-0.049462	-0.110853	-0.090016	0.022296	0.063182	-0.016192	-0.059416	-0.034320	-0.000070	0.031002	0.061563	-0.013971	0.037929	-0.056534	-0.027253	0.014139	-0.041831	-0.048226	0.039851	-0.017311	The Mabinogion
-0.116703	0.030002	0.002582	0.184487	-0.034915	0.040331	0.054498	0.121341	-0.067158	0.108182	0.001499	-0.116628	0.300718	0.030091	-0.137981	0.166751	0.201329	0.242973	-0.311898	0.038107	0.124548	0.218340	0.242691	-0.081785	0.105247	-0.125162	-0.136119	-0.180585	-0.154119	0.013428	-0.008839	0.133682	-0.355826	-0.124912	0.013264	0.062664	0.044685	-0.087176	0.112391	-0.005229	-0.040000	-0.107690	-0.020589	0.208948	-0.038624	-0.091330	0.047503	-0.137201	-0.054545	0.099544	-0.116016	0.065948	0.047955	0.038463	-0.025613	-0.011210	0.024734	0.127581	0.018498	-0.046488	-0.039148	0.041446	0.018609	-0.020049	0.006983	0.015625	-0.013512	-0.012013	0.004689	-0.002889	The Merry Adventures of Robin Hood
-0.142532	0.184229	0.254382	-0.200570	-0.000915	-0.025909	0.007670	-0.014554	0.062237	0.061307	0.179626	-0.094365	-0.179968	-0.015565	0.131039	0.029551	-0.159782	0.145417	-0.059413	-0.126261	0.020295	0.057292	0.040464	0.044946	0.031637	-0.076913	0.015059	0.064539	0.085221	-0.041154	-0.040999	0.028240	-0.018682	-0.070363	-0.042518	0.167191	-0.121834	0.086162	0.047404	-0.177513	-0.123014	0.151229	-0.208462	-0.041630	0.266856	0.016322	0.315349	0.175248	-0.063658	0.342097	-0.114181	-0.179773	-0.096173	0.223238	-0.062478	0.001875	-0.024994	0.077869	-0.099242	-0.034136	-0.119741	0.064338	0.000048	-0.002398	-0.035840	0.003458	-0.008203	-0.006719	-0.034699	-0.000860	The Murders in the Rue Morgue
-0.122544	-0.022679	-0.039855	0.094335	0.070741	0.004048	-0.082548	0.015477	-0.051556	0.138646	-0.169900	0.052342	-0.071091	0.112580	0.025456	0.069406	-0.103222	0.081360	0.015120	0.094358	-0.162388	0.215942	-0.046880	0.076483	0.012668	-0.061567	-0.032314	0.106088	0.137794	0.021479	-0.201592	0.030309	0.009237	0.091737	-0.172930	0.132351	0.096165	-0.021425	-0.298481	0.335103	0.316325	0.060551	-0.179876	-0.046439	0.102395	-0.382079	0.043284	-0.113906	-0.068413	0.008325	0.096730	0.114297	-0.007986	-0.003182	-0.049407	0.072953	-0.117611	0.009749	-0.117896	0.074631	-0.124839	0.130526	-0.097558	0.091660	0.030461	0.011754	0.056750	-0.011250	0.016875	0.017408	The Odyssey
-0.124552	0.027902	0.034691	-0.073491	-0.074416	0.093417	0.093940	-0.080910	0.092010	0.096848	0.019294	0.072362	-0.090841	0.008131	0.030365	0.023308	-0.071823	-0.040922	0.005566	-0.010750	-0.046153	0.031824	0.010564	0.092492	-0.087440	0.124812	0.008499	-0.022594	0.125173	-0.046587	0.076420	0.193461	-0.102197	0.038823	-0.012025	-0.115790	-0.034535	-0.140984	0.086295	0.190123	-0.252570	-0.149733	0.297963	-0.155555	-0.093402	-0.173776	-0.254674	-0.078742	-0.008283	0.194279	-0.266144	-0.100828	-0.048925	0.009442	-0.019664	0.432284	-0.010344	-0.007143	-0.112641	0.127912	-0.137852	-0.177665	-0.109358	-0.062982	-0.009645	-0.000069	0.043688	-0.056239	-0.042098	0.001703	The Phantom of the Opera
-0.113962	-0.064533	-0.014058	-0.091351	-0.037649	0.160434	-0.029357	0.081318	-0.039831	0.014415	-0.013992	0.000719	0.050384	0.036456	0.118047	-0.025493	0.090109	-0.045766	0.109626	0.070982	0.016887	-0.007239	-0.108348	0.095277	0.093356	0.190267	-0.109453	-0.079632	0.154178	0.153924	0.150200	0.093661	0.083003	0.072864	-0.091731	-0.023817	-0.121858	0.043084	-0.048396	0.183953	0.164738	0.134801	0.012781	0.430512	-0.159320	0.125194	0.325587	-0.114416	0.241615	0.073810	-0.236477	-0.211422	0.158998	0.007814	0.054071	0.087600	-0.047425	-0.106293	0.131455	-0.112812	0.002429	-0.017407	0.034420	0.003468	-0.028173	-0.096467	-0.016854	-0.043462	0.076682	-0.011781	The Picture of Dorian Gray
-0.119351	-0.055461	0.034671	-0.106233	-0.171765	0.107223	0.014200	0.089230	-0.032755	0.049810	0.058095	-0.013205	0.001991	-0.025970	0.071361	-0.019247	-0.087592	0.160485	0.171407	-0.029853	0.084394	0.001238	0.070228	-0.092668	-0.070071	-0.037743	0.015575	-0.026707	-0.105255	0.086262	-0.002061	-0.053156	0.104656	-0.194449	0.065044	-0.058757	0.022879	-0.035673	-0.009469	0.017349	0.049312	-0.003673	-0.052360	-0.047414	0.012319	-0.001936	-0.131340	0.011515	0.054935	-0.007746	-0.026720	0.065811	0.011503	-0.056555	-0.054215	0.027688	-0.013336	0.069748	-0.096247	-0.099615	0.060959	0.002441	-0.058965	0.101636	-0.071513	-0.018547	0.275630	0.038511	0.510459	-0.557491	The Return of Sherlock Holmes
-0.129357	0.112217	0.052576	-0.074444	0.139474	-0.118654	0.025981	0.049468	0.035307	-0.108786	-0.015588	-0.156484	0.105459	-0.047045	0.058980	0.000885	0.014231	0.130516	-0.138562	-0.152404	0.040480	-0.067972	-0.040002	0.064135	0.080310	0.091269	-0.058475	0.094409	-0.021888	-0.000707	0.051323	0.015989	-0.017008	0.082136	0.172080	-0.065623	0.002057	-0.080436	-0.104086	0.098999	0.070996	0.016633	0.029121	0.007075	0.039972	0.273778	0.176541	-0.089139	0.027939	-0.380191	0.149890	0.098718	-0.179702	0.095821	-0.165708	0.384186	-0.037216	0.194665	-0.166677	0.234331	0.014379	-0.075166	0.188622	0.097943	-0.086894	-0.033608	0.025877	-0.039644	-0.011669	-0.030031	The Scarlet Letter
-0.085185	-0.277328	0.097415	0.112021	0.057896	0.100564	-0.014473	-0.192341	-0.016872	-0.034999	-0.097597	-0.025911	0.187132	0.127476	-0.000491	0.197361	-0.268640	0.030136	-0.093913	-0.172192	-0.065199	-0.247325	0.099685	-0.046324	-0.173824	-0.022337	-0.008631	-0.093227	0.532562	0.091000	-0.175385	-0.087231	-0.086866	-0.073123	0.190016	-0.096424	0.122432	0.005001	-0.062729	-0.254596	0.055361	-0.074422	0.044446	0.075710	0.008314	0.045941	0.042884	-0.012277	0.063164	0.048201	0.014769	0.016364	0.030164	-0.023863	0.040072	0.024438	-0.055997	-0.010538	0.028884	0.028605	0.001321	0.017153	-0.028717	0.001632	0.040296	0.011427	-0.026118	0.024359	0.011274	-0.013822	The Taming of the Shrew
-0.081389	-0.179044	0.148847	0.132848	0.031069	0.030615	-0.015387	-0.021717	0.008726	-0.063293	-0.010000	-0.057376	0.121411	-0.044541	0.044113	-0.082263	-0.162021	-0.016913	-0.153871	-0.024151	-0.090715	0.060304	0.268282	-0.127115	-0.016626	0.076714	0.353326	0.238983	-0.247648	0.378314	-0.068714	0.137567	0.111598	0.241397	-0.137059	-0.177844	0.150225	0.256003	0.193631	0.102266	-0.069609	0.166717	0.071856	0.026331	0.093792	-0.015211	0.012298	0.003355	0.034508	-0.001794	-0.029518	0.001799	-0.020021	0.036374	0.045256	0.030464	0.038977	-0.001036	0.055032	0.001531	-0.007359	0.019427	-0.001413	-0.007194	0.001531	-0.010514	0.033388	-0.007625	-0.002672	0.031685	The Tempest
-0.126151	0.103411	-0.086454	-0.093340	0.051560	0.049651	0.091276	-0.214592	0.042557	0.049893	0.033566	-0.052417	0.039523	0.022212	-0.099994	-0.200226	0.145974	-0.066264	-0.091282	0.105758	0.105228	0.096399	-0.041841	-0.217068	0.138671	0.391116	0.040187	0.006792	0.073609	-0.070720	-0.524509	-0.050546	0.005789	-0.269471	-0.102062	-0.275121	-0.185820	0.121522	-0.098733	-0.025906	0.007932	0.037281	-0.005321	-0.025833	-0.001553	0.027972	-0.021522	-0.037345	-0.092642	-0.049361	-0.042292	-0.026152	0.039859	0.063940	0.003273	-0.043458	-0.007687	0.057048	-0.010239	0.040289	0.049899	0.020333	-0.052386	-0.055445	-0.030245	-0.032260	0.008891	-0.025892	-0.009202	-0.009978	The Terrible Twins
-0.083894	-0.192110	0.145171	0.141293	0.018576	0.195322	-0.008502	-0.028153	-0.079282	0.020950	-0.008502	-0.089013	-0.019649	0.135254	0.251913	-0.014756	-0.350547	-0.213674	-0.254572	0.331734	0.172784	0.099552	-0.437736	0.049953	0.178898	-0.155164	-0.059971	0.048876	-0.230369	-0.147375	-0.007283	-0.024210	-0.043698	-0.040499	0.124909	-0.132674	0.023661	-0.085072	0.009686	-0.065082	-0.054061	-0.005182	-0.020663	-0.034805	0.002178	0.047154	0.005751	0.010973	0.053148	-0.015511	-0.048633	0.030998	0.011790	0.003747	-0.004725	-0.008692	-0.012357	-0.003380	0.012004	0.004266	-0.004431	-0.009564	-0.007014	0.012383	-0.006705	-0.019559	-0.005210	-0.012047	0.008865	0.002603	The Tragedy of Julius Caesar
-0.080435	-0.194117	0.146813	0.121086	0.068510	0.066162	0.061592	-0.074102	-0.004021	-0.063274	0.094323	-0.079805	0.255078	-0.007819	-0.033460	0.123565	-0.103823	0.002057	-0.106576	-0.129686	0.040657	0.015700	0.082629	-0.101349	-0.028075	0.283936	0.084858	0.008838	-0.084517	-0.279568	0.368872	-0.353995	0.108087	-0.037369	-0.231405	0.200160	-0.320306	0.036711	-0.151775	0.097283	0.037528	0.030293	-0.043469	-0.109518	-0.083314	-0.061799	-0.095536	-0.059740	-0.019248	0.083270	0.087575	-0.058231	0.025194	-0.024988	-0.006053	0.011622	0.011167	-0.010079	-0.007283	0.018402	-0.018012	0.033100	0.011074	-0.021609	-0.032263	-0.007177	-0.018960	-0.013221	-0.014614	-0.009375	The Tragedy of Romeo and Juliet
-0.145073	0.115634	0.100370	0.005398	-0.234832	-0.263489	0.006402	0.054443	0.126358	0.059333	-0.079476	-0.125908	-0.048760	-0.045084	0.150281	-0.037501	0.071395	-0.066731	-0.203644	-0.063095	-0.029918	0.043171	-0.032681	0.043619	0.090692	0.083783	0.018988	-0.041135	0.106197	0.089096	0.020030	-0.028576	0.089371	0.084785	0.044257	-0.057794	-0.014628	-0.096338	0.017703	-0.155322	0.180402	0.015826	-0.146573	-0.107426	-0.037211	-0.116310	-0.146280	0.022320	-0.026633	0.148686	0.086991	0.037021	0.210829	-0.158205	-0.158096	0.099248	0.265999	0.066675	0.430640	0.044112	0.016680	-0.136589	0.076483	0.162737	0.146137	-0.169878	-0.034650	0.008306	0.029985	-0.004569	The War of the Worlds
